account_code,parent_code,level,depth,l1_code,l2_code,l3_code,l4_code,l5_code,name_zh_tw,name_en,l1_category,dealer_category,tax_treatment,moea_code,moea_name_zh,is_postable,normal_balance,default_enabled,is_locked,required_dimensions,ai_tags,benchmark_enabled,template_packs,description,display_order
22003,2200,L4_PARENT,4,2,22,2200,22003,,應付費用,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",已發生未付款,169
2200301,22003,L5_DETAIL,5,2,22,2200,22003,2200301,應付水電瓦斯,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""STORE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,170
2200302,22003,L5_DETAIL,5,2,22,2200,22003,2200302,應付租金,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""STORE"", ""CONTRACT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,171
2200303,22003,L5_DETAIL,5,2,22,2200,22003,2200303,應付利息,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""BANK""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,172
2200304,22003,L5_DETAIL,5,2,22,2200,22003,2200304,應付運費,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,173
22004,2200,L4_PARENT,4,2,22,2200,22004,,代收款－代繳,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",★ 與 11901 對應,174
2200401,22004,L5_DETAIL,5,2,22,2200,22004,2200401,代收款－監理規費（待繳）,,LIABILITY,VEHICLE_SALES,WITHHOLDING,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""VEHICLE""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,175
2200402,22004,L5_DETAIL,5,2,22,2200,22004,2200402,代收款－牌照稅（待繳）,,LIABILITY,VEHICLE_SALES,WITHHOLDING,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""VEHICLE""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,176
2200403,22004,L5_DETAIL,5,2,22,2200,22004,2200403,代收款－燃料稅（待繳）,,LIABILITY,VEHICLE_SALES,WITHHOLDING,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""VEHICLE""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,177
2200404,22004,L5_DETAIL,5,2,22,2200,22004,2200404,代收款－強制險（待繳）,,LIABILITY,VEHICLE_SALES,EXEMPT,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""VEHICLE""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,178
2200405,22004,L5_DETAIL,5,2,22,2200,22004,2200405,代收款－任意險（待繳）,,LIABILITY,VEHICLE_SALES,EXEMPT,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""VEHICLE""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,179
22005,2200,L4_PARENT,4,2,22,2200,22005,,代扣款,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：扣繳款項,180
2200501,22005,L5_DETAIL,5,2,22,2200,22005,2200501,代扣所得稅,,LIABILITY,GENERAL,WITHHOLDING,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""EMPLOYEE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",員工綜所稅扣繳,181
2200502,22005,L5_DETAIL,5,2,22,2200,22005,2200502,代扣健保費,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""EMPLOYEE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,182
2200503,22005,L5_DETAIL,5,2,22,2200,22005,2200503,代扣勞保費,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""EMPLOYEE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,183
2200504,22005,L5_DETAIL,5,2,22,2200,22005,2200504,代扣勞退提繳金,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""EMPLOYEE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",勞退 6%,184
2200505,22005,L5_DETAIL,5,2,22,2200,22005,2200505,代扣二代健保補充費,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""EMPLOYEE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,185
2230,21,L3_MOEA,3,2,22,2230,,,預收款項,,LIABILITY,GENERAL,NORMAL,2230,預收款項,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2230,186
22301,2230,L4_PARENT,4,2,22,2230,22301,,預收貨款,,LIABILITY,GENERAL,NORMAL,2230,預收款項,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：收訂金/預收,187
2230101,22301,L5_DETAIL,5,2,22,2230,22301,2230101,預收訂金－新車,,LIABILITY,VEHICLE_SALES,NORMAL,2230,預收款項,TRUE,C,TRUE,FALSE,"[""CUSTOMER"", ""ORDER""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",客戶訂車訂金,188
2230102,22301,L5_DETAIL,5,2,22,2230,22301,2230102,預收訂金－中古車,,LIABILITY,VEHICLE_SALES,NORMAL,2230,預收款項,TRUE,C,TRUE,FALSE,"[""CUSTOMER"", ""ORDER""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,189
2230103,22301,L5_DETAIL,5,2,22,2230,22301,2230103,預收款－維修,,LIABILITY,SERVICE,NORMAL,2230,預收款項,TRUE,C,TRUE,FALSE,"[""CUSTOMER"", ""RO""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,190
22302,2230,L4_PARENT,4,2,22,2230,22302,,合約負債,,LIABILITY,GENERAL,DEFERRED,2230,預收款項,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",★ IFRS 15 履約義務,191
2230201,22302,L5_DETAIL,5,2,22,2230,22302,2230201,合約負債－保養套餐,,LIABILITY,SERVICE,DEFERRED,2230,預收款項,TRUE,C,TRUE,FALSE,"[""CUSTOMER"", ""CONTRACT""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",預售保養合約（攤認）,192
2230202,22302,L5_DETAIL,5,2,22,2230,22302,2230202,合約負債－延長保固,,LIABILITY,SERVICE,DEFERRED,2230,預收款項,TRUE,C,TRUE,FALSE,"[""CUSTOMER"", ""CONTRACT""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",延保方案（攤認）,193
2230203,22302,L5_DETAIL,5,2,22,2230,22302,2230203,合約負債－積點/紅利,,LIABILITY,VEHICLE_SALES,DEFERRED,2230,預收款項,TRUE,C,FALSE,FALSE,"[""CUSTOMER""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""MIXED""]",客戶忠誠計畫,194
2250,21,L3_MOEA,3,2,22,2250,,,銷項稅額,,LIABILITY,GENERAL,VAT_OUTPUT,2250,銷項稅額,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2250,195
22501,2250,L4_PARENT,4,2,22,2250,22501,,銷項稅額,,LIABILITY,GENERAL,VAT_OUTPUT,2250,銷項稅額,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,196
2250101,22501,L5_DETAIL,5,2,22,2250,22501,2250101,銷項稅額－應稅 5%,,LIABILITY,GENERAL,VAT_OUTPUT,2250,銷項稅額,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,197
2250102,22501,L5_DETAIL,5,2,22,2250,22501,2250102,銷項稅額－零稅率,,LIABILITY,GENERAL,ZERO_RATED,2250,銷項稅額,TRUE,C,FALSE,FALSE,[],{},FALSE,"[""MIXED""]",外銷,198
2260,21,L3_MOEA,3,2,22,2260,,,本期所得稅負債,,LIABILITY,GENERAL,NORMAL,2260,本期所得稅負債,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2260,199
22601,2260,L4_PARENT,4,2,22,2260,22601,,應付所得稅,,LIABILITY,GENERAL,NORMAL,2260,本期所得稅負債,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,200
2260101,22601,L5_DETAIL,5,2,22,2260,22601,2260101,應付營利事業所得稅,,LIABILITY,GENERAL,NORMAL,2260,本期所得稅負債,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,201
2260102,22601,L5_DETAIL,5,2,22,2260,22601,2260102,應付未分配盈餘加徵 5%,,LIABILITY,GENERAL,NORMAL,2260,本期所得稅負債,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,202
2280,21,L3_MOEA,3,2,22,2280,,,負債準備－流動,,LIABILITY,GENERAL,NORMAL,2280,負債準備－流動,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2280,203
22801,2280,L4_PARENT,4,2,22,2280,22801,,負債準備,,LIABILITY,SERVICE,NORMAL,2280,負債準備－流動,FALSE,C,TRUE,FALSE,[],"{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：保固準備,204
2280101,22801,L5_DETAIL,5,2,22,2280,22801,2280101,負債準備－原廠保固,,LIABILITY,SERVICE,NORMAL,2280,負債準備－流動,TRUE,C,TRUE,FALSE,[],"{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",原廠保固期內維修預估,205
2280102,22801,L5_DETAIL,5,2,22,2280,22801,2280102,負債準備－經銷商保固,,LIABILITY,SERVICE,NORMAL,2280,負債準備－流動,TRUE,C,TRUE,FALSE,[],"{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",經銷商自負保固,206
2280103,22801,L5_DETAIL,5,2,22,2280,22801,2280103,負債準備－退貨,,LIABILITY,GENERAL,NORMAL,2280,負債準備－流動,TRUE,C,FALSE,FALSE,[],{},FALSE,"[""MIXED""]",,207
2330,21,L3_MOEA,3,2,23,2330,,,一年內到期長期負債,,LIABILITY,GENERAL,NORMAL,2330,一年內到期長期負債,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2330,208
23301,2330,L4_PARENT,4,2,23,2330,23301,,一年內到期長期借款,,LIABILITY,GENERAL,NORMAL,2330,一年內到期長期負債,FALSE,C,TRUE,FALSE,"[""BANK""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,209
2330101,23301,L5_DETAIL,5,2,23,2330,23301,2330101,一年內到期長期借款,,LIABILITY,GENERAL,NORMAL,2330,一年內到期長期負債,TRUE,C,TRUE,FALSE,"[""BANK""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,210
23302,2330,L4_PARENT,4,2,23,2330,23302,,一年內到期租賃負債,,LIABILITY,GENERAL,NORMAL,2330,一年內到期長期負債,FALSE,C,TRUE,FALSE,"[""CONTRACT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",IFRS 16,211
2330201,23302,L5_DETAIL,5,2,23,2330,23302,2330201,一年內到期租賃負債,,LIABILITY,GENERAL,NORMAL,2330,一年內到期長期負債,TRUE,C,TRUE,FALSE,"[""CONTRACT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,212
25,2,L2_SUBCATEGORY,2,2,25,,,,非流動負債,,LIABILITY,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,213
2500,25,L3_MOEA,3,2,25,2500,,,長期借款,,LIABILITY,GENERAL,NORMAL,2500,長期借款,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2500,214
25001,2500,L4_PARENT,4,2,25,2500,25001,,長期借款－銀行,,LIABILITY,GENERAL,NORMAL,2500,長期借款,FALSE,C,TRUE,FALSE,"[""BANK""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,215
2500101,25001,L5_DETAIL,5,2,25,2500,25001,2500101,長期借款－一般長期借款,,LIABILITY,GENERAL,NORMAL,2500,長期借款,TRUE,C,TRUE,FALSE,"[""BANK""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,216
2500102,25001,L5_DETAIL,5,2,25,2500,25001,2500102,長期借款－購置不動產,,LIABILITY,GENERAL,NORMAL,2500,長期借款,TRUE,C,TRUE,FALSE,"[""BANK"", ""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,217
2580,25,L3_MOEA,3,2,25,2580,,,租賃負債－非流動,,LIABILITY,GENERAL,NORMAL,2580,租賃負債－非流動,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2580，IFRS 16,218
25801,2580,L4_PARENT,4,2,25,2580,25801,,租賃負債－非流動,,LIABILITY,GENERAL,NORMAL,2580,租賃負債－非流動,FALSE,C,TRUE,FALSE,"[""CONTRACT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,219
2580101,25801,L5_DETAIL,5,2,25,2580,25801,2580101,租賃負債－房屋,,LIABILITY,GENERAL,NORMAL,2580,租賃負債－非流動,TRUE,C,TRUE,FALSE,"[""CONTRACT"", ""STORE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,220
2620,25,L3_MOEA,3,2,26,2620,,,存入保證金,,LIABILITY,GENERAL,NORMAL,2620,存入保證金,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2620,221
26201,2620,L4_PARENT,4,2,26,2620,26201,,存入保證金,,LIABILITY,GENERAL,NORMAL,2620,存入保證金,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,222
2620101,26201,L5_DETAIL,5,2,26,2620,26201,2620101,存入保證金－客戶,,LIABILITY,GENERAL,NORMAL,2620,存入保證金,TRUE,C,TRUE,FALSE,"[""CUSTOMER""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,223
2620102,26201,L5_DETAIL,5,2,26,2620,26201,2620102,存入保證金－供應商,,LIABILITY,GENERAL,NORMAL,2620,存入保證金,TRUE,C,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,224
3,,L1_CATEGORY,1,3,,,,,權益,,EQUITY,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",L1：權益類,225
31,3,L2_SUBCATEGORY,2,3,31,,,,股本,,EQUITY,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,226
3110,31,L3_MOEA,3,3,31,3110,,,普通股股本,,EQUITY,GENERAL,NORMAL,3110,普通股股本,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 3110,227
31101,3110,L4_PARENT,4,3,31,3110,31101,,普通股股本,,EQUITY,GENERAL,NORMAL,3110,普通股股本,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,228
3110101,31101,L5_DETAIL,5,3,31,3110,31101,3110101,普通股股本,,EQUITY,GENERAL,NORMAL,3110,普通股股本,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,229
32,3,L2_SUBCATEGORY,2,3,32,,,,資本公積,,EQUITY,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,230
3200,32,L3_MOEA,3,3,32,3200,,,資本公積,,EQUITY,GENERAL,NORMAL,3200,資本公積,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 3200,231
32001,3200,L4_PARENT,4,3,32,3200,32001,,資本公積,,EQUITY,GENERAL,NORMAL,3200,資本公積,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,232
3200101,32001,L5_DETAIL,5,3,32,3200,32001,3200101,資本公積－股票溢價,,EQUITY,GENERAL,NORMAL,3200,資本公積,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,233
33,3,L2_SUBCATEGORY,2,3,33,,,,保留盈餘,,EQUITY,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,234
3310,33,L3_MOEA,3,3,33,3310,,,法定盈餘公積,,EQUITY,GENERAL,NORMAL,3310,法定盈餘公積,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 3310,235
33101,3310,L4_PARENT,4,3,33,3310,33101,,法定盈餘公積,,EQUITY,GENERAL,NORMAL,3310,法定盈餘公積,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,236
3310101,33101,L5_DETAIL,5,3,33,3310,33101,3310101,法定盈餘公積,,EQUITY,GENERAL,NORMAL,3310,法定盈餘公積,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,237
3320,33,L3_MOEA,3,3,33,3320,,,特別盈餘公積,,EQUITY,GENERAL,NORMAL,3320,特別盈餘公積,FALSE,C,FALSE,TRUE,[],{},FALSE,"[""MIXED""]",MOEA 3320,238
33201,3320,L4_PARENT,4,3,33,3320,33201,,特別盈餘公積,,EQUITY,GENERAL,NORMAL,3320,特別盈餘公積,FALSE,C,FALSE,FALSE,[],{},FALSE,"[""MIXED""]",,239
3320101,33201,L5_DETAIL,5,3,33,3320,33201,3320101,特別盈餘公積,,EQUITY,GENERAL,NORMAL,3320,特別盈餘公積,TRUE,C,FALSE,FALSE,[],{},FALSE,"[""MIXED""]",,240
3350,33,L3_MOEA,3,3,33,3350,,,未分配盈餘,,EQUITY,GENERAL,NORMAL,3350,未分配盈餘,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 3350,241
33501,3350,L4_PARENT,4,3,33,3350,33501,,未分配盈餘,,EQUITY,GENERAL,NORMAL,3350,未分配盈餘,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,242
3350101,33501,L5_DETAIL,5,3,33,3350,33501,3350101,累積盈虧,,EQUITY,GENERAL,NORMAL,3350,未分配盈餘,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,243
3350102,33501,L5_DETAIL,5,3,33,3350,33501,3350102,本期淨利,,EQUITY,GENERAL,NORMAL,3350,未分配盈餘,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,244
4,,L1_CATEGORY,1,4,,,,,營業收入,,REVENUE,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",L1：收入類,245
41,4,L2_SUBCATEGORY,2,4,41,,,,銷貨收入,,REVENUE,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,246
4100,41,L3_MOEA,3,4,41,4100,,,銷貨收入,,REVENUE,GENERAL,VAT_OUTPUT,4100,銷貨收入,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 4100,247
41001,4100,L4_PARENT,4,4,41,4100,41001,,銷貨收入－車輛,,REVENUE,VEHICLE_SALES,VAT_OUTPUT,4100,銷貨收入,FALSE,C,TRUE,FALSE,[],"{""kpi_role"": ""primary_revenue"", ""profit_attribution"": ""vehicle_margin"", ""benchmarkable"": true}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",母科：依車型分,248
4100101,41001,L5_DETAIL,5,4,41,4100,41001,4100101,銷貨收入－新車（國產）,,REVENUE,VEHICLE_SALES,VAT_OUTPUT,4100,銷貨收入,TRUE,C,TRUE,FALSE,"[""VEHICLE"", ""SALESPERSON"", ""STORE""]","{""kpi_role"": ""primary_revenue"", ""profit_attribution"": ""vehicle_margin"", ""benchmarkable"": true}",TRUE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,249
4100102,41001,L5_DETAIL,5,4,41,4100,41001,4100102,銷貨收入－新車（進口）,,REVENUE,VEHICLE_SALES,VAT_OUTPUT,4100,銷貨收入,TRUE,C,TRUE,FALSE,"[""VEHICLE"", ""SALESPERSON"", ""STORE""]","{""kpi_role"": ""primary_revenue"", ""profit_attribution"": ""vehicle_margin"", ""benchmarkable"": true}",TRUE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,250
4100103,41001,L5_DETAIL,5,4,41,4100,41001,4100103,銷貨收入－中古車（自有）,,REVENUE,VEHICLE_SALES,VAT_OUTPUT,4100,銷貨收入,TRUE,C,TRUE,FALSE,"[""VEHICLE"", ""SALESPERSON""]","{""kpi_role"": ""primary_revenue"", ""profit_attribution"": ""vehicle_margin"", ""benchmarkable"": true}",TRUE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,251
4100104,41001,L5_DETAIL,5,4,41,4100,41001,4100104,銷貨收入－中古車寄售佣金,,REVENUE,VEHICLE_SALES,VAT_OUTPUT,4100,銷貨收入,TRUE,C,TRUE,FALSE,"[""VEHICLE"", ""OWNER""]","{""kpi_role"": ""primary_revenue"", ""profit_attribution"": ""vehicle_margin"", ""benchmarkable"": true}",TRUE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",寄售只認佣金（淨額法）,252
